id,prefixo,kx_n_urns,grupo_id,escopo
2283,br;rio.grande.sul;tiradentes.sul:municipal:lei.organica,1,,leg
2284,br;rio.grande.sul;toropi:municipal:decreto,4,,leg
2285,br;rio.grande.sul;toropi:municipal:emenda.lei.organica,1,,leg
2286,br;rio.grande.sul;toropi:municipal:lei,99,,leg
2287,br;rio.grande.sul;toropi:municipal:lei.organica,1,,leg
2288,br;rio.grande.sul;torres:municipal:decreto,72,,leg
2289,br;rio.grande.sul;torres:municipal:decreto.legislativo,47,,leg
2290,br;rio.grande.sul;torres:municipal:emenda.lei.organica,14,,leg
2291,br;rio.grande.sul;torres:municipal:lei,249,,leg
2292,br;rio.grande.sul;torres:municipal:lei.complementar,28,,leg
2293,br;rio.grande.sul;torres:municipal:lei.organica,1,,leg
2294,br;rio.grande.sul;tramandai:municipal:decreto,11,,leg
2295,br;rio.grande.sul;tramandai:municipal:decreto.legislativo,8,,leg
2296,br;rio.grande.sul;tramandai:municipal:emenda.lei.organica,4,,leg
2297,br;rio.grande.sul;tramandai:municipal:lei,542,,leg
2298,br;rio.grande.sul;tramandai:municipal:lei.complementar,5,,leg
2299,br;rio.grande.sul;tramandai:municipal:lei.organica,1,,leg
2300,br;rio.grande.sul;travesseiro:municipal:decreto,1,,leg
2301,br;rio.grande.sul;travesseiro:municipal:lei,65,,leg
2302,br;rio.grande.sul;travesseiro:municipal:lei.organica,1,,leg
2303,br;rio.grande.sul;tres.arroios:municipal:decreto,1,,leg
2304,br;rio.grande.sul;tres.arroios:municipal:lei,94,,leg
2305,br;rio.grande.sul;tres.cachoeiras:municipal:decreto,2,,leg
2306,br;rio.grande.sul;tres.cachoeiras:municipal:emenda.lei.organica,7,,leg
2307,br;rio.grande.sul;tres.cachoeiras:municipal:lei,328,,leg
2308,br;rio.grande.sul;tres.cachoeiras:municipal:lei.organica,1,,leg
2309,br;rio.grande.sul;tres.coroas:municipal:decreto,3,,leg
2310,br;rio.grande.sul;tres.coroas:municipal:decreto.legislativo,2,,leg
2311,br;rio.grande.sul;tres.coroas:municipal:lei,393,,leg
2312,br;rio.grande.sul;tres.coroas:municipal:lei.organica,1,,leg
2313,br;rio.grande.sul;tres.forquilhas:municipal:decreto,7,,leg
2314,br;rio.grande.sul;tres.forquilhas:municipal:decreto.legislativo,1,,leg
2315,br;rio.grande.sul;tres.forquilhas:municipal:lei,276,,leg
2316,br;rio.grande.sul;tres.forquilhas:municipal:lei.complementar,3,,leg
2317,br;rio.grande.sul;tres.forquilhas:municipal:lei.organica,1,,leg
2318,br;rio.grande.sul;tres.maio:municipal:decreto,1,,leg
2319,br;rio.grande.sul;tres.maio:municipal:decreto.legislativo,1,,leg
2320,br;rio.grande.sul;tres.maio:municipal:emenda.lei.organica,5,,leg
2321,br;rio.grande.sul;tres.maio:municipal:lei,211,,leg
2322,br;rio.grande.sul;tres.maio:municipal:lei.organica,1,,leg
2323,br;rio.grande.sul;tres.palmeiras:municipal:decreto,5,,leg
2324,br;rio.grande.sul;tres.palmeiras:municipal:decreto.legislativo,8,,leg
2325,br;rio.grande.sul;tres.palmeiras:municipal:emenda.lei.organica,1,,leg
2326,br;rio.grande.sul;tres.palmeiras:municipal:lei,97,,leg
2327,br;rio.grande.sul;tres.palmeiras:municipal:lei.organica,1,,leg
2328,br;rio.grande.sul;tres.passos:municipal:decreto,94,,leg
2329,br;rio.grande.sul;tres.passos:municipal:decreto.legislativo,5,,leg
2330,br;rio.grande.sul;tres.passos:municipal:emenda.lei.organica,6,,leg
2331,br;rio.grande.sul;tres.passos:municipal:lei,511,,leg
2332,br;rio.grande.sul;tres.passos:municipal:lei.complementar,12,,leg
2333,br;rio.grande.sul;tres.passos:municipal:lei.organica,1,,leg
2334,br;rio.grande.sul;trindade.sul:municipal:decreto,1,,leg
2335,br;rio.grande.sul;trindade.sul:municipal:decreto.legislativo,1,,leg
2336,br;rio.grande.sul;trindade.sul:municipal:lei,195,,leg
2337,br;rio.grande.sul;trindade.sul:municipal:lei.complementar,6,,leg
2338,br;rio.grande.sul;trindade.sul:municipal:lei.organica,1,,leg
2339,br;rio.grande.sul;triunfo:municipal:decreto,4,,leg
2340,br;rio.grande.sul;triunfo:municipal:decreto.legislativo,4,,leg
2341,br;rio.grande.sul;triunfo:municipal:emenda.lei.organica,3,,leg
2342,br;rio.grande.sul;triunfo:municipal:lei,452,,leg
2343,br;rio.grande.sul;triunfo:municipal:lei.complementar,12,,leg
2344,br;rio.grande.sul;triunfo:municipal:lei.organica,1,,leg
2345,br;rio.grande.sul;tucunduva:municipal:decreto.legislativo,11,,leg
2346,br;rio.grande.sul;tucunduva:municipal:lei,288,,leg
2347,br;rio.grande.sul;tucunduva:municipal:lei.complementar,1,,leg
2348,br;rio.grande.sul;tucunduva:municipal:lei.organica,1,,leg
2349,br;rio.grande.sul;tunas:municipal:lei,158,,leg
2350,br;rio.grande.sul;tupancireta:municipal:decreto,350,,leg
2351,br;rio.grande.sul;tupancireta:municipal:decreto.legislativo,48,,leg
2352,br;rio.grande.sul;tupancireta:municipal:decreto.lei,1,,leg
2353,br;rio.grande.sul;tupancireta:municipal:lei,349,,leg
2354,br;rio.grande.sul;tupancireta:municipal:lei.complementar,7,,leg
2355,br;rio.grande.sul;tupanci.sul:municipal:decreto.legislativo,12,,leg
2356,br;rio.grande.sul;tupanci.sul:municipal:emenda.lei.organica,1,,leg
2357,br;rio.grande.sul;tupanci.sul:municipal:lei,76,,leg
2358,br;rio.grande.sul;tupanci.sul:municipal:lei.organica,1,,leg
2359,br;rio.grande.sul;tupandi:municipal:decreto,11,,leg
2360,br;rio.grande.sul;tupandi:municipal:lei,127,,leg
2361,br;rio.grande.sul;tupandi:municipal:lei.complementar,1,,leg
2362,br;rio.grande.sul;tuparendi:municipal:decreto.legislativo,1,,leg
2363,br;rio.grande.sul;tuparendi:municipal:lei,257,,leg
2364,br;rio.grande.sul;tuparendi:municipal:lei.complementar,2,,leg
2365,br;rio.grande.sul;tuparendi:municipal:lei.organica,1,,leg
2366,br;rio.grande.sul;turucu:municipal:decreto,103,,leg
2367,br;rio.grande.sul;turucu:municipal:decreto.legislativo,11,,leg
2368,br;rio.grande.sul;turucu:municipal:emenda.lei.organica,2,,leg
2369,br;rio.grande.sul;turucu:municipal:lei,198,,leg
2370,br;rio.grande.sul;turucu:municipal:lei.organica,1,,leg
2371,br;rio.grande.sul;ubiretama:municipal:decreto,83,,leg
2372,br;rio.grande.sul;ubiretama:municipal:lei,261,,leg
2373,br;rio.grande.sul;uniao.serra:municipal:decreto,18,,leg
2374,br;rio.grande.sul;uniao.serra:municipal:decreto.legislativo,2,,leg
2375,br;rio.grande.sul;uniao.serra:municipal:lei,193,,leg
2376,br;rio.grande.sul;uniao.serra:municipal:lei.complementar,2,,leg
2377,br;rio.grande.sul;unistalda:municipal:decreto,1,,leg
2378,br;rio.grande.sul;unistalda:municipal:decreto.legislativo,1,,leg
2379,br;rio.grande.sul;unistalda:municipal:emenda.lei.organica,17,,leg
2380,br;rio.grande.sul;unistalda:municipal:lei,38,,leg
2381,br;rio.grande.sul;unistalda:municipal:lei.complementar,1,,leg
2382,br;rio.grande.sul;unistalda:municipal:lei.organica,1,,leg
2383,br;rio.grande.sul;uruguaiana:municipal:decreto,694,,leg
2384,br;rio.grande.sul;uruguaiana:municipal:decreto.legislativo,1,,leg
2385,br;rio.grande.sul;uruguaiana:municipal:emenda.lei.organica,21,,leg
2386,br;rio.grande.sul;uruguaiana:municipal:lei,217,,leg
2387,br;rio.grande.sul;uruguaiana:municipal:lei.complementar,3,,leg
2388,br;rio.grande.sul;vacaria:municipal:decreto,11,,leg
2389,br;rio.grande.sul;vacaria:municipal:decreto.legislativo,8,,leg
2390,br;rio.grande.sul;vacaria:municipal:emenda.lei.organica,10,,leg
2391,br;rio.grande.sul;vacaria:municipal:lei,2027,,leg
2392,br;rio.grande.sul;vacaria:municipal:lei.complementar,7,,leg
2393,br;rio.grande.sul;vacaria:municipal:lei.organica,1,,leg
2394,br;rio.grande.sul;vale.real:municipal:decreto,4,,leg
2395,br;rio.grande.sul;vale.real:municipal:lei,167,,leg
2396,br;rio.grande.sul;vale.real:municipal:lei.complementar,2,,leg
2397,br;rio.grande.sul;vale.sol:municipal:decreto,3,,leg
2398,br;rio.grande.sul;vale.sol:municipal:emenda.lei.organica,6,,leg
2399,br;rio.grande.sul;vale.sol:municipal:lei,224,,leg
2400,br;rio.grande.sul;vale.sol:municipal:lei.complementar,16,,leg
2401,br;rio.grande.sul;vale.sol:municipal:lei.organica,1,,leg
2402,br;rio.grande.sul;vale.verde:municipal:decreto,6,,leg
2403,br;rio.grande.sul;vale.verde:municipal:emenda.lei.organica,8,,leg
2404,br;rio.grande.sul;vale.verde:municipal:lei,312,,leg
2405,br;rio.grande.sul;vale.verde:municipal:lei.complementar,2,,leg
2406,br;rio.grande.sul;vanini:municipal:decreto,4,,leg
2407,br;rio.grande.sul;vanini:municipal:emenda.lei.organica,1,,leg
2408,br;rio.grande.sul;vanini:municipal:lei,151,,leg
2409,br;rio.grande.sul;venancio.aires:municipal:decreto,615,,leg
2410,br;rio.grande.sul;venancio.aires:municipal:emenda.lei.organica,2,,leg
2411,br;rio.grande.sul;venancio.aires:municipal:lei,1048,,leg
2412,br;rio.grande.sul;venancio.aires:municipal:lei.complementar,49,,leg
2413,br;rio.grande.sul;venancio.aires:municipal:lei.organica,1,,leg
2414,br;rio.grande.sul;vera.cruz:municipal:decreto,1160,,leg
2415,br;rio.grande.sul;vera.cruz:municipal:decreto.legislativo,2,,leg
2416,br;rio.grande.sul;vera.cruz:municipal:emenda.lei.organica,12,,leg
2417,br;rio.grande.sul;vera.cruz:municipal:lei,661,,leg
2418,br;rio.grande.sul;vera.cruz:municipal:lei.complementar,21,,leg
2419,br;rio.grande.sul;veranopolis:municipal:decreto,59,,leg
2420,br;rio.grande.sul;veranopolis:municipal:decreto.legislativo,21,,leg
2421,br;rio.grande.sul;veranopolis:municipal:emenda.lei.organica,7,,leg
2422,br;rio.grande.sul;veranopolis:municipal:lei,1260,,leg
2423,br;rio.grande.sul;veranopolis:municipal:lei.organica,1,,leg
2424,br;rio.grande.sul;vespasiano.correa:municipal:decreto,119,,leg
2425,br;rio.grande.sul;vespasiano.correa:municipal:lei,124,,leg
2426,br;rio.grande.sul;viadutos:municipal:decreto,2,,leg
2427,br;rio.grande.sul;viadutos:municipal:decreto.legislativo,12,,leg
2428,br;rio.grande.sul;viadutos:municipal:emenda.lei.organica,5,,leg
2429,br;rio.grande.sul;viadutos:municipal:lei,264,,leg
2430,br;rio.grande.sul;viadutos:municipal:lei.complementar,3,,leg
2431,br;rio.grande.sul;viamao:municipal:decreto,7,,leg
2432,br;rio.grande.sul;viamao:municipal:emenda.lei.organica,2,,leg
2433,br;rio.grande.sul;viamao:municipal:lei,79,,leg
2434,br;rio.grande.sul;vicente.dutra:municipal:decreto,4,,leg
2435,br;rio.grande.sul;vicente.dutra:municipal:decreto.legislativo,1,,leg
2436,br;rio.grande.sul;vicente.dutra:municipal:emenda.lei.organica,1,,leg
2437,br;rio.grande.sul;vicente.dutra:municipal:lei,287,,leg
2438,br;rio.grande.sul;victor.graeff:municipal:decreto,1,,leg
2439,br;rio.grande.sul;victor.graeff:municipal:decreto.legislativo,3,,leg
2440,br;rio.grande.sul;victor.graeff:municipal:emenda.lei.organica,1,,leg
2441,br;rio.grande.sul;victor.graeff:municipal:lei,259,,leg
2442,br;rio.grande.sul;victor.graeff:municipal:lei.complementar,2,,leg
2443,br;rio.grande.sul;victor.graeff:municipal:lei.organica,1,,leg
2444,br;rio.grande.sul;vila.flores:municipal:emenda.lei.organica,1,,leg
2445,br;rio.grande.sul;vila.flores:municipal:lei,74,,leg
2446,br;rio.grande.sul;vila.flores:municipal:lei.organica,1,,leg
2447,br;rio.grande.sul;vila.langaro:municipal:decreto,54,,leg
2448,br;rio.grande.sul;vila.langaro:municipal:decreto.legislativo,1,,leg
2449,br;rio.grande.sul;vila.langaro:municipal:lei,140,,leg
2450,br;rio.grande.sul;vila.maria:municipal:decreto,3,,leg
2451,br;rio.grande.sul;vila.maria:municipal:decreto.legislativo,3,,leg
2452,br;rio.grande.sul;vila.maria:municipal:emenda.lei.organica,4,,leg
2453,br;rio.grande.sul;vila.maria:municipal:lei,1213,,leg
2454,br;rio.grande.sul;vila.maria:municipal:lei.organica,1,,leg
2455,br;rio.grande.sul;vila.nova.sul:municipal:decreto.legislativo,2,,leg
2456,br;rio.grande.sul;vila.nova.sul:municipal:lei,701,,leg
2457,br;rio.grande.sul;vila.nova.sul:municipal:lei.complementar,13,,leg
2458,br;rio.grande.sul;vista.alegre:municipal:decreto,1,,leg
2459,br;rio.grande.sul;vista.alegre:municipal:emenda.lei.organica,1,,leg
2460,br;rio.grande.sul;vista.alegre:municipal:lei,113,,leg
2461,br;rio.grande.sul;vista.alegre:municipal:lei.organica,1,,leg
2462,br;rio.grande.sul;vista.alegre.prata:municipal:decreto,1,,leg
2463,br;rio.grande.sul;vista.alegre.prata:municipal:decreto.legislativo,1,,leg
2464,br;rio.grande.sul;vista.alegre.prata:municipal:emenda.lei.organica,1,,leg
2465,br;rio.grande.sul;vista.alegre.prata:municipal:lei,145,,leg
2466,br;rio.grande.sul;vista.alegre.prata:municipal:lei.organica,1,,leg
2467,br;rio.grande.sul;vista.gaucha:municipal:decreto,3,,leg
2468,br;rio.grande.sul;vista.gaucha:municipal:decreto.legislativo,1,,leg
2469,br;rio.grande.sul;vista.gaucha:municipal:emenda.lei.organica,1,,leg
2470,br;rio.grande.sul;vista.gaucha:municipal:lei,358,,leg
2471,br;rio.grande.sul;vista.gaucha:municipal:lei.complementar,54,,leg
2472,br;rio.grande.sul;vista.gaucha:municipal:lei.organica,1,,leg
2473,br;rio.grande.sul;vitoria.missoes:municipal:decreto,1,,leg
2474,br;rio.grande.sul;vitoria.missoes:municipal:emenda.lei.organica,1,,leg
2475,br;rio.grande.sul;vitoria.missoes:municipal:lei,152,,leg
2476,br;rio.grande.sul;vitoria.missoes:municipal:lei.organica,1,,leg
2477,br;rio.grande.sul;westfalia:municipal:decreto,23,,leg
2478,br;rio.grande.sul;westfalia:municipal:decreto.legislativo,10,,leg
2479,br;rio.grande.sul;westfalia:municipal:emenda.lei.organica,3,,leg
2480,br;rio.grande.sul;westfalia:municipal:lei,183,,leg
2481,br;rio.grande.sul;westfalia:municipal:lei.organica,1,,leg
2482,br;rio.grande.sul;xangri.la:municipal:decreto,5,,leg
2483,br;rio.grande.sul;xangri.la:municipal:decreto.legislativo,3,,leg
2484,br;rio.grande.sul;xangri.la:municipal:emenda.lei.organica,9,,leg
2485,br;rio.grande.sul;xangri.la:municipal:lei,562,,leg
2486,br;rio.grande.sul;xangri.la:municipal:lei.complementar,23,,leg
2487,br;rio.grande.sul;xangri.la:municipal:lei.organica,1,,leg
2488,br;rio.janeiro;pirai:camara.municipal:resolucao,2,,leg
2489,br;rio.janeiro;pirai:municipal:decreto.legislativo,93,,leg
2490,br;rio.janeiro;pirai:municipal:lei,1096,,leg
2491,br;rio.janeiro;pirai:municipal:lei.complementar,34,,leg
2492,br;rondonia:estadual:decreto.legislativo,362,,leg
2493,br;rondonia:estadual:lei,3318,,leg
2494,br;rondonia:estadual:lei.complementar,728,,leg
2495,br;santa.catarina;canoinhas:camara.municipal:resolucao,1041,,leg
2496,br;santa.catarina;canoinhas:municipal:decreto.legislativo,483,,leg
2497,br;santa.catarina;canoinhas:municipal:lei,2954,,leg
2498,br;santa.catarina;canoinhas:municipal:lei.complementar,49,,leg
2499,br;santa.catarina;canoinhas:municipal:lei.organica,16,,leg
2500,br;sao.paulo;bertioga:municipal:decreto,244,,leg
2501,br;sao.paulo;bertioga:municipal:decreto.legislativo,65,,leg
2502,br;sao.paulo;bertioga:municipal:emenda.lei.organica,26,,leg
2503,br;sao.paulo;bertioga:municipal:lei,475,,leg
2504,br;sao.paulo;bertioga:municipal:lei.complementar,93,,leg
2505,br;sao.paulo;bertioga:municipal:lei.organica,1,,leg
2506,br;sao.paulo;campinas:camara.municipal:resolucao,41,,leg
2507,br;sao.paulo;campinas:municipal:decreto,18225,,leg
2508,br;sao.paulo;campinas:municipal:decreto.legislativo,3685,,leg
2509,br;sao.paulo;campinas:municipal:emenda.lei.organica,50,,leg
2510,br;sao.paulo;campinas:municipal:lei,14718,,leg
2511,br;sao.paulo;campinas:municipal:lei.complementar,74,,leg
2512,br;sao.paulo;catanduva:municipal:decreto.legislativo,118,,leg
2513,br;sao.paulo;catanduva:municipal:emenda.lei.organica,5,,leg
2514,br;sao.paulo;catanduva:municipal:lei,5396,,leg
2515,br;sao.paulo;catanduva:municipal:lei.complementar,660,,leg
2516,br;sao.paulo;catanduva:municipal:lei.organica,1,,leg
2517,br;sao.paulo;indiapora:municipal:lei,584,,leg
2531,br:senado.federal:proposta.emenda.constitucional;pec,16,,leg
2532,br:senado.federal:publicacao.oficial;diario.senado.federal,1379,,leg
2533,br:senado.federal:resolucao,6090,,leg
2773,br:supremo.tribunal.federal:sumula,736,,leg
3036,br:tribunal.superior.eleitoral;plenario:resolucao;inst,1,,leg
3037,br:tribunal.superior.eleitoral;plenario:resolucao;pa,5,,leg
3038,br:tribunal.superior.eleitoral;plenario:resolucao;rcand,1,,leg
50,br:camara.superior.recursos.fiscais;turma.1:acordao,2937,,jus
51,br:camara.superior.recursos.fiscais;turma.2:acordao,785,,jus
52,br:camara.superior.recursos.fiscais;turma.3:acordao,2340,,jus
53,br:camara.superior.recursos.fiscais;turma.4:acordao,459,,jus
59,br:conselho.administrativo.recursos.fiscais;secao.julgamento.1;camara.1;turma.ordinaria.1:acordao,229,,jus
60,br:conselho.administrativo.recursos.fiscais;secao.julgamento.1;camara.1;turma.ordinaria.2:acordao,263,,jus
61,br:conselho.administrativo.recursos.fiscais;secao.julgamento.1;camara.1;turma.ordinaria.3:acordao,274,,jus
62,br:conselho.administrativo.recursos.fiscais;secao.julgamento.1;camara.2;turma.ordinaria.1:acordao,292,,jus
63,br:conselho.administrativo.recursos.fiscais;secao.julgamento.1;camara.2;turma.ordinaria.2:acordao,210,,jus
64,br:conselho.administrativo.recursos.fiscais;secao.julgamento.1;camara.3;turma.ordinaria.1:acordao,197,,jus
65,br:conselho.administrativo.recursos.fiscais;secao.julgamento.1;camara.3;turma.ordinaria.2:acordao,380,,jus
66,br:conselho.administrativo.recursos.fiscais;secao.julgamento.1;camara.4;turma.ordinaria.1:acordao,325,,jus
67,br:conselho.administrativo.recursos.fiscais;secao.julgamento.1;camara.4;turma.ordinaria.2:acordao,543,,jus
68,br:conselho.administrativo.recursos.fiscais;secao.julgamento.1;turma.especial.1:acordao,552,,jus
69,br:conselho.administrativo.recursos.fiscais;secao.julgamento.1;turma.especial.2:acordao,400,,jus
70,br:conselho.administrativo.recursos.fiscais;secao.julgamento.1;turma.especial.3:acordao,574,,jus
71,br:conselho.administrativo.recursos.fiscais;secao.julgamento.1;turma.especial.4:acordao,36,,jus
72,br:conselho.administrativo.recursos.fiscais;secao.julgamento.1;turma.especial.5:acordao,84,,jus
73,br:conselho.administrativo.recursos.fiscais;secao.julgamento.2;camara.1;turma.ordinaria.1:acordao,223,,jus
74,br:conselho.administrativo.recursos.fiscais;secao.julgamento.2;camara.1;turma.ordinaria.2:acordao,365,,jus
75,br:conselho.administrativo.recursos.fiscais;secao.julgamento.2;camara.2;turma.ordinaria.1:acordao,308,,jus
76,br:conselho.administrativo.recursos.fiscais;secao.julgamento.2;camara.2;turma.ordinaria.2:acordao,218,,jus
77,br:conselho.administrativo.recursos.fiscais;secao.julgamento.2;camara.3;turma.ordinaria.1:acordao,277,,jus
78,br:conselho.administrativo.recursos.fiscais;secao.julgamento.2;camara.3;turma.ordinaria.2:acordao,303,,jus
79,br:conselho.administrativo.recursos.fiscais;secao.julgamento.2;camara.4;turma.ordinaria.1:acordao,221,,jus
80,br:conselho.administrativo.recursos.fiscais;secao.julgamento.2;camara.4;turma.ordinaria.2:acordao,371,,jus
81,br:conselho.administrativo.recursos.fiscais;secao.julgamento.2;camara.4;turma.ordinaria.3:acordao,167,,jus
82,br:conselho.administrativo.recursos.fiscais;secao.julgamento.2;turma.especial.1:acordao,681,,jus
83,br:conselho.administrativo.recursos.fiscais;secao.julgamento.2;turma.especial.2:acordao,312,,jus
84,br:conselho.administrativo.recursos.fiscais;secao.julgamento.2;turma.especial.3:acordao,180,,jus
85,br:conselho.administrativo.recursos.fiscais;secao.julgamento.2;turma.especial.6:acordao,124,,jus
86,br:conselho.administrativo.recursos.fiscais;secao.julgamento.3;camara.1;turma.ordinaria.1:acordao,136,,jus
87,br:conselho.administrativo.recursos.fiscais;secao.julgamento.3;camara.1;turma.ordinaria.2:acordao,188,,jus
88,br:conselho.administrativo.recursos.fiscais;secao.julgamento.3;camara.2;turma.ordinaria.1:acordao,68,,jus
89,br:conselho.administrativo.recursos.fiscais;secao.julgamento.3;camara.2;turma.ordinaria.2:acordao,46,,jus
90,br:conselho.administrativo.recursos.fiscais;secao.julgamento.3;camara.3;turma.ordinaria.1:acordao,320,,jus
91,br:conselho.administrativo.recursos.fiscais;secao.julgamento.3;camara.3;turma.ordinaria.2:acordao,305,,jus
92,br:conselho.administrativo.recursos.fiscais;secao.julgamento.3;camara.4;turma.ordinaria.1:acordao,311,,jus
93,br:conselho.administrativo.recursos.fiscais;secao.julgamento.3;camara.4;turma.ordinaria.2:acordao,110,,jus
94,br:conselho.administrativo.recursos.fiscais;secao.julgamento.3;camara.4;turma.ordinaria.3:acordao,255,,jus
95,br:conselho.administrativo.recursos.fiscais;secao.julgamento.3;turma.especial.1:acordao,111,,jus
96,br:conselho.administrativo.recursos.fiscais;secao.julgamento.3;turma.especial.2:acordao,41,,jus
97,br:conselho.administrativo.recursos.fiscais;secao.julgamento.3;turma.especial.3:acordao,596,,jus
98,br:conselho.administrativo.recursos.fiscais;secao.julgamento.3;turma.especial.5:acordao,30,,jus
99,br:conselho.nacional.justica:enunciado,12,,jus
100,br:conselho.nacional.justica;plenario:decisao;apd,9,,jus
101,br:conselho.nacional.justica;plenario:decisao;asi,3,,jus
102,br:conselho.nacional.justica;plenario:decisao;comissao,5,,jus
103,br:conselho.nacional.justica;plenario:decisao;cons,74,,jus
104,br:conselho.nacional.justica;plenario:decisao;cor,1,,jus
105,br:conselho.nacional.justica;plenario:decisao;pad,19,,jus
106,br:conselho.nacional.justica;plenario:decisao;pam,24,,jus
